start,text
1824.1200000000001,individual discrete symbols
1825.68,wouldn't be able to represent or
1828.16,"achieve. And of course, perhaps"
1830.68,the most famous example of this
1832.52,demonstration came from a very
1834.1200000000001,famous paper in which Geoff
1835.76,Elman introduced the recurrent
1837.84,neural network to the wider
1839.08,"community. And in this paper,"
1842.1200000000001,Elman analysed the distributed
1844.16,representations corresponding to
1846.0,lots of different words as he
1847.96,trained the model on sequences
1850.04,"of sort of subject, verb,"
1853.96,"objects, star sequences of"
1856.04,natural language style snippets.
1857.8,And the objective of this model
1858.8799999999999,was just to represent a sequence
1860.96,of words such that the model was
1862.28,able to optimally predict the
1863.6399999999999,next word with as much accuracy
1865.44,as possible. And what Elman
1869.68,found when he analysed the way
1871.28,that the model was
1872.6399999999999,representing these words
1873.72,internally was that of all the
1875.84,"words in his vocabulary, they"
1877.1599999999999,started to cluster together in
1878.68,"this geometric space, such that"
1880.52,words with similar meanings came
1881.92,together. And importantly also
1884.3600000000001,words with similar syntactic
1886.28,"roles, so things like verbs or"
1888.28,nouns or subjects or objects
1891.1200000000001,also started to cluster together
1892.4,in the space. And this tells us
1894.52,"that neural language models, as"
1896.4,they experience more and more
1897.64,"text, start to slowly infer the"
1900.28,underlying structures in
1901.4,"language, which we might be able"
1903.4,"to perceive as language users,"
1905.16,"such as subject, object, verb,"
1907.84,and how things fit together like
1909.12,"that, as well as an emerging"
1910.84,"categorical semantic structure,"
1913.6799999999998,where we see that certain
1914.8799999999999,classes of different types of
1916.28,words naturally fit together. So
1920.48,that's the solid foundation on
1921.9199999999998,which the transformer builds.
1923.8799999999999,But that's of course not novel
1924.9599999999998,to the transformer.
1926.1599999999999,Distributed representations of
1927.56,words have been a part of neural
1929.08,"language models, as I pointed"
1930.36,"out, since the early nineties."
1932.76,So what else does the
1933.56,transformer do that makes it so
1935.04,powerful and allows it to fit
1936.92,and correspond and capture some
1939.1200000000001,of the aspects of language that
1941.28,I talked about in the first
1942.28,"section? Well, after the first"
1944.88,"stage of processing, which I've"
1946.24,just outlined in the previous
1947.3600000000001,"slides, we end up with a"
1949.2,particular real valued
1951.5600000000002,continuous vector for each of
1954.0,the words in an input sentence.
1956.5600000000002,"So the next stage, the"
1958.0,transformer computes what's
1959.8400000000001,called a self-attention
1961.0800000000002,operation. So how does that
1962.96,"work? Well, for any self-"
1965.24,"attention operation, there are"
1966.88,three matrices containing the
1968.8,"weights, which parameterise the"
1970.44,operation. So the first matrix
1973.16,is we could call the query weight
1974.8,"matrix WQ. The second matrix, we"
1977.92,will call the key weight matrix
1979.32,"WK, and the third weight matrix"
1982.04,we'll call the value weight
1983.0,matrix WD. And each of these
1986.48,weight matrices have independent
1988.64,weights in the transformer and
1991.32,"we can, their dimensions are"
1993.88,such that they can naturally
1995.44,"multiply. In this case, I've"
1996.88,written it as post-modification
1998.8000000000002,of the distributed word vector
2001.0,that I talked about in the first
2002.0800000000002,"section. And importantly, as the"
2004.3600000000001,self-attention operation is
2005.48,"carried out, these weights are"
2007.3200000000002,applied equally and in exactly
2010.2800000000002,the same way to each of the
2011.3600000000001,words in the input. So we end up
2014.8400000000001,"with, for every individual word"
2016.64,"vector I've written here, e"
2018.0800000000002,"beetle, corresponding to the"
2019.2800000000002,"word beetle in the input, we end"
2021.24,up with three further vectors
2022.76,corresponding to multiplying
2024.2,"that vector by the matrix WQ,"
2026.8799999999999,the matrix WK and the matrix WV.
2029.28,So those three additional
2030.12,"vectors we can call bold Q, bold"
2032.52,K and bold V. And we can call
2035.64,"those, they are typically called"
2037.64,"the query vector, the key vector"
2040.12,and the value vector for this
2041.32,self-attention operation
2042.8799999999999,corresponding to each of the
2044.0,words. And then with those three
2048.52,"vectors, we use them to"
2050.88,understand how the difference
2052.44,between the different words in
2053.92,the input start to interact. So
2056.2000000000003,"in particular, with the query"
2058.12,"vector, we produce an operation"
2062.2400000000002,"where for every word, we take"
2063.88,the query vector corresponding
2065.16,to that word and we compute the
2067.32,"inner product, the dot product"
2069.0,"of that word with the value,"
2070.92,with the key vector
2073.2400000000002,corresponding to each of the
2074.2000000000003,other words. So that's
2075.28,represented here by the dotted
2076.6,line. And by taking a dot
2079.2000000000003,"product in that way, we get a"
2081.8,"value. And then we can, we want"
2085.48,to understand how big is that
2086.92,scalar relative to an average
2088.6400000000003,scalar that we would get if we
2089.84,just took that operation
2091.32,arbitrarily. So essentially we
2092.96,want to give the model to the
2094.6400000000003,power to represent how strong
2096.52,should the connection between
2097.6400000000003,these two words be. And in order
2102.6400000000003,for that to be a nice
2104.48,normalised distribution over all
2106.4,the possible strengths computed
2107.6800000000003,"by the model, we first work out"
2110.84,the inner product of the query
2112.88,value with the key value of a
2114.7200000000003,particular word. And then we
2117.52,divide that number by the dot
2122.4,"product of the, well, we need to"
2127.32,normalise by a quantity
2128.6000000000004,corresponding to the dot product
2130.0,of that query vector with each
2132.36,of the key vectors of the other
2133.44,words. And the way we do that is
2136.72,we compute those values and we
2139.48,pass all of those values of the
2141.64,dot products through a softmax
2142.9599999999996,"layer, which gives us a"
2145.24,"distribution. So it normalises,"
2147.64,it exponentiates and normalises
2150.04,such that we get a nice smooth
2151.3199999999997,distribution corresponding to
2152.64,how well each of the queries
2154.7599999999998,corresponds to each of the keys
2158.04,of the words in the input. So
2161.64,this then gives us a set of
2163.2,"weights correspond, it's a"
2165.68,"probability distribution, which"
2167.0,gives us a set of weights
2168.44,between zero and one. So for a
2170.64,"given word, beetle, we get a set"
2172.52,"of weights, one for each of the"
2175.16,words in the input telling us to
2177.3599999999997,what extent is there a strong
2179.08,interaction between the word
2180.2799999999997,beetle and that other word. So
2182.56,"in this case, the way I've"
2183.52,marked it in the slide is that
2185.08,the strongest interaction when
2186.56,we do this operation is with the
2188.68,word drove. And that might be
2190.56,because the word drove tells us
2192.7599999999998,in particular that this beetle
2194.4,"is not the animal type of beetle,"
2196.08,but it should in fact be thought
2197.12,of as the car type of beetle. So
2198.76,that's the sort of interaction
2199.96,that we want to naturally
2200.76,capture here. Once we've got
2203.7200000000003,"these weights, we then use them"
2206.1600000000003,to tell us how much of the value
2208.92,representation to take through
2211.2000000000003,to the next layer of the
2212.28,"transformer. So in this case,"
2214.28,"for example, when representing"
2216.6,"the word beetle, we would notice"
2218.4,a strong connection with the
2219.52,word drove and that would give
2221.76,us a strong weight in our
2222.88,attention distribution. And then
2224.7200000000003,that would tell us to take a lot
2226.12,of the value of the embedding
2228.44,for drove through to the next
2231.0,layer of the transformer. So the
2233.2400000000002,operation which allows us to
2235.0,take an amount of the value
2238.0,"through to the next layer, which"
2239.2000000000003,corresponds to the weight
2240.56,computed by the transformer is
2242.28,just this simple weighted sum.
2245.2000000000003,So what we end up with then for
2247.44,each word like beetle is that we
2249.56,take a small amount of the value
2251.36,of each of the other words plus
2253.28,some of the value of the word
2254.28,beetle through to the next layer
2255.8,of the transformer. And that can
2258.6,then be aggregated to form the
2260.2400000000002,next layer's representation of
2262.4,the word beetle. So notice that
2265.7200000000003,having performed this
2267.32,"transformer layer, we haven't"
2269.88,reduced the number of embeddings
2271.32,"in the model in any way. We, we"
2274.1200000000003,still have a representation
2276.1200000000003,corresponding to the word beetle
2278.56,"that we started with, but that"
2279.96,representation has been updated
2281.56,or modulated conditioned
2283.32,exactly on information about how
2286.2,well it corresponds or how well
2288.32,it should interact with all of
2290.12,the other words in the input.
2292.4,And of course that was just for
2293.2400000000002,"the word beetle, but we do that"
2294.76,for each of the other words in
2296.08,turn. And that computation can
2297.6,"be computed in parallel, which"
2299.12,makes the transformer quite fast
2301.32,to feed forward in today's deep
2304.44,learning libraries. And so for
2307.7200000000003,one application of a self
2308.88,"attention layer, we end up with"
2310.96,the same number of distributed
2312.52,representations coming out as we
2314.7200000000003,had going in. And within the
2316.76,"mechanism, the only weights that"
2318.6800000000003,we learn are those single matrix
2321.48,"giving us the queries, a second"
2324.6800000000003,matrix giving us the keys and a
2326.76,"third matrix, which gives us the"
2328.28,value representations. Of
2329.92,"course, those matrices are then"
2331.08,applied to each of the
2331.92,individual words.
2336.08,But it's not just this self
2337.36,attention layer that gives the
2338.52,transformer its expressibility
2341.08,and power. There's actually an
2344.28,operation known as a multi head
2346.32,"self attention, which basically"
2348.0,takes the operation I've just
2349.4,talked about and reapplies it
2351.72,four different times in parallel.
2353.7599999999998,So if you imagine the operation
2355.68,that I just spoke about being
2356.92,"parameterised by three matrices,"
2359.64,"WQ, WK and WV, well we can"
2362.68,repeat that process with three
2364.64,additional independent matrices.
2366.44,"And in fact, typically we might"
2368.2000000000003,do it say four times. So we'll
2369.88,end up with four sets of three
2371.84,"independent matrices, and each"
2373.8,of them can do exactly the same
2375.48,self attention operation as I
2377.4,just talked about in the
2379.88,previous slides. So we end up
2382.32,with four independent and
2384.48,parallelisable self attention
2386.6,"operations, each computed on the"
2390.16,input word of a particular layer
2392.32,in order to get us through to
2393.48,"the next layer. Now, we can"
2396.36,actually do that by adding a
2397.36,number of different values.
2398.4,"Now, of course, that is a lot of"
2400.2000000000003,computation and it might require
2401.8,a lot of memory if we end up
2403.08,with very large representations
2404.48,"in our model. In practice, then,"
2407.56,what the developers of the
2408.52,transformer recommend is that
2410.88,each of our self attention layers
2412.6800000000003,actually effectively reduces the
2415.36,dimensionality of the input
2417.1200000000003,vectors. So if the input vector
2418.6400000000003,in the light blue at the bottom
2419.88,of the slide here has dimension
2421.48,"100, then we can make the matrix"
2426.0,a rectangular matrix rather than
2427.8,a square matrix. And what that
2429.4,would do is mean that the output
2431.24,"of Wb, which is the value"
2432.96,"vector, which gets passed to the"
2434.36,"next layer of the transformer,"
2436.2,that can be arbitrarily small.
2438.0,"In this case, we might find it"
2439.72,to be just 25 units. And so each
2443.0,self attention layer
2444.2,independently takes 100
2445.68,dimensional vector and returns
2448.2,25 dimensional vector for each
2450.76,"unit, for each word in our"
2453.08,input. But if we do that four
2455.16,"times, then we end up with four"
2457.0,25 dimensional vectors and those
2459.44,"can be aggregated. In fact, in"
2461.44,the transformer they're passed
2462.52,through an additional linear
2464.16,"layer, which is parameterised by"
2465.52,"a matrix W0, but then"
2468.2799999999997,concatenated to return overall
2472.04,"vector of the same dimension, 100"
2474.24,"units, as was the dimensionality"
2476.68,"of the input. So in that way, we"
2478.8799999999997,can apply multi-head self
2480.8399999999997,attention. We can give the model
2482.2,four independent ways to
2484.64,analyse the interactions across
2487.16,the different words in the input.
2490.48,And we can do so without
2492.6,expanding the dimensionality with
2495.3199999999997,which the model needs to
2496.16,represent each of its words. And
2499.2799999999997,that makes it relatively
2500.7999999999997,"practical tool, which doesn't"
2502.64,lead to an enormous explosion in
2504.96,the memory requirements of the
2507.68,"models, but it does give the"
2509.04,model many independent ways with
2510.88,which it can represent
2512.32,interactions between the words
2514.2000000000003,and the input. Now after that
2517.7200000000003,"multi-head self attention layer,"
2519.4,the model does what's called a
2522.12,feedforward layer. So
2523.92,"conceptually, this is less"
2524.88,"interesting, but essentially the"
2527.52,representations at the output of
2529.12,the multi-head self attention
2530.8,layer are then multiplied again
2532.4,by a linear layer. There's a
2533.52,"rectified linear unit,"
2534.92,"non-linearity, and then they're"
2538.44,actually expanded out in
2539.44,dimension somewhat and then
2540.88,reduced again in dimension with
2542.08,another linear layer. So when
2544.48,considering a transformer
2546.32,"altogether, it's actually"
2549.2400000000002,multiple applications of those
2552.12,multi-head self attention layers
2554.16,and the linear layers that I
2556.28,described afterwards. But
2558.48,there's another important detail
2560.0,"in the transformer, which is the"
2561.96,notion of skip connections. So
2564.52,whenever we apply a multi-head
2566.2000000000003,self attention layer or indeed
2568.2,"linear layer, the transformer"
2571.0,also gives the model the option
2572.6,to ignore that computation and
2576.24,instead to pass the activations
2579.3999999999996,that were at the input to that
2581.2799999999997,"multi-head self attention there,"
2583.16,direct to bypass the self
2584.72,attention there and go through
2586.8399999999997,to the point in the network of
2589.3199999999997,which the output is coming out
2590.9199999999996,of that self attention there.
2592.3599999999997,And then that is added to the
2594.3999999999996,output of the self attention
2595.52,"there, passed through a layer"
2596.92,"normalisation there, and then"
2599.0,that represents the actual
2602.04,"output of the whole unit, the"
2604.7200000000003,"whole part of the network, the"
2605.8,whole module which is doing the
2607.48,multi-head self attention. So
2610.8,why might that sort of skip
2612.36,"connection be important? Well,"
2615.32,in the examples I gave in the
2618.04,"previous section about language,"
2619.64,one thing that should have maybe
2620.8,come across is the importance of
2623.7200000000003,or the role of our expectations
2626.04,in forming a consistent
2627.36,representation of what
2628.7599999999998,particular input is. So as an
2631.72,"example, in the case of pet"
2633.84,"fish, we came to the"
2636.7599999999998,understanding that pet fishes
2638.2799999999997,"have many bright colours, even"
2640.8,though that was not necessarily
2642.8,part of the individual parts of
2646.12,the input. It's not necessarily
2647.72,something we would associate
2648.7599999999998,with pets and it's not something
2650.2799999999997,we would necessarily associate
2651.48,with fish ordinarily. And where
2654.36,does that additional
2655.48,notion of colours come from?
2657.36,"Well, it probably comes from our"
2659.72,sort of wider understanding of
2662.36,the world and our ability to
2664.32,think about pet fish as a
2665.72,combination and then reconsider
2667.88,how the input works. And so
2670.88,these sorts of top down
2672.16,"influences, our expectations"
2673.96,influencing how we actually
2675.6,combine the inputs in language
2677.32,are really common in many
2679.12,different contexts. And if you
2681.68,"think about skip connections,"
2683.44,"it's not a perfect module, it's"
2685.16,"a perfect model of this, but it"
2686.64,does give the transformer a
2688.3999999999996,rudimentary ability to allow its
2690.3999999999996,representations of things at a
2692.3599999999997,higher level of processing to
2694.0,interact with these
2694.92,representations of things at a
2696.08,lower level of processing. So
2697.92,let's say that the model didn't
2699.3599999999997,have skip connections and fed
2701.6,things through to a certain
2703.24,level in the hierarchy. At that
2705.0,"point, after computing many"
2707.3199999999997,"different interactions, the"
2708.68,model might form a consistent
2710.7599999999998,sense of the fact that a meaning
2713.56,needs to be understood in a
2714.48,"particular way. But of course,"
2716.36,those top down influences tell
2718.12,us that that expectation of what
2720.2400000000002,the meaning might be should
2721.68,actually feed back and allow us
2723.64,to re-modulate how we understand
2725.16,"the input. Well, a skip"
2726.76,"connection, which comes up from"
2728.04,the input and interacts with the
2729.6,model at that point can actually
2732.36,compute such an interaction in
2734.68,"subsequent layers, because at"
2736.4,"that point, the model has access"
2738.0,to both a higher level
2739.48,representation of what it
2740.6,"expects, the best way of"
2742.96,interpreting the whole
2743.92,"situation is, and it has direct"
2746.96,access to the lower level
2748.32,"input. So in some ways, in a"
2750.8,"very deep model, the addition of"
2752.7200000000003,skip connections allows the
2754.52,model to execute a form of top
2757.92,down influence on processing.
2763.32,There's one more detail I'll
2764.64,finish off with in our
2766.0,characterisation of the
2766.96,"transformer. Now, if you were"
2769.04,"aware, if you were paying"
2769.88,attention during the
2771.2400000000002,"explanation, you may well have"
2772.6,noticed that none of the
2773.96,operations that I described on
2776.24,the input words took into
2777.96,account the actual relative
2779.8399999999997,order of the words in the input.
2782.36,It was a series of matrix
2783.48,"multiplications, which were"
2784.6,applied identically to each of
2786.7999999999997,the words. And then on top of
2789.0,"that, a series of inner"
2790.4,"products, which are symmetric"
2793.04,"operations, which don't favour"
2795.52,the ordering in which we apply
2797.12,them with respect to the words.
2799.16,So there was no way that a model
2800.6,like this would have any ability
2803.16,to express the fact that
2804.72,certain words appear closer
2805.96,together in the input or certain
2807.8399999999997,words appear further apart. And
2809.44,"of course, we know in language"
2811.6,that the word order can tell us
2813.36,some important things about what
2815.36,an overall sentence means. So in
2818.88,order to give the model
2820.16,sensitivity to word order in a
2822.6,"way that the computational form,"
2825.36,the functional form of the
2826.7599999999998,"model, doesn't allow, the"
2829.76,developers of the transformer
2830.88,came up with a rather nice trick
2832.88,known as positional encoding. So
2836.5600000000004,positional encoding is just a
2837.76,way of determining a set of
2839.48,"scalar constants, which are"
2841.7200000000003,added to the word embedding
2843.8,"vector after, say, let's say in"
2846.1600000000003,the lowest level of the
2847.0,"transformer, they can be added"
2849.0400000000004,before the first self-attention
2851.28,"layer, but just after the word"
2852.88,embedding layer. And those
2854.6800000000003,scalars combine with the word
2856.7200000000003,embedding to mean that whatever
2859.6,if a word appears in a
2860.96,"particular slot in the input,"
2862.92,regardless of the fact that its
2864.12,embedding weights will
2865.16,"necessarily be the same, the"
2867.72,actual effective representation
2869.44,that the transformer sees will
2870.7999999999997,be slightly different depending
2872.72,on where it appears in the
2874.0,input. So to achieve this sort
2876.92,"of thing, you just need, the"
2878.52,model just needs a set of small
2880.36,"scalars, which are different in"
2882.7599999999998,each of the possible locations
2884.7999999999997,that a word could appear in the
2886.12,input. And they use a nice
2889.7999999999997,"sinusoidal function, which has"
2892.44,"various properties, which may"
2894.88,well be more desirable than just
2896.72,"being, allowing the word to"
2897.8399999999997,discriminate words according to
2900.44,their position. Because in fact
2901.88,that sinusoidal function gives
2903.7999999999997,the model a slight prior to pay
2905.92,attention to relationships of a
2908.3199999999997,"certain wavelength, a certain"
2910.68,distance across the input and
2913.52,each particular unit in the
2916.84,embedding representation can
2918.52,then specialise at recognising
2921.48,interactions or correspondences
2923.6,at a different distance from a
2925.08,"given word. So unlike, if you"
2929.0,think about models like a
2929.96,recurrent neural network or an
2931.28,"LSTM, those models have the"
2933.12,notion of order built in
2934.68,because they process input
2936.32,sequentially one word after the
2940.4,"other, according to a process"
2942.32,transitioning the state from its
2945.6400000000003,position after reading one word
2947.1600000000003,to after reading two words to
2948.2400000000002,after reading three words to
2949.04,after reading four words. What
2950.96,that means is that the model has
2951.92,a very strong awareness of the
2953.56,"ordering of the words naturally,"
2955.88,but that it's harder for that
2958.04,"model to remember, to pay"
2960.76,attention to things a long time
2962.36,"in the past, even if those"
2965.32,things actually end up having a
2966.56,really important influence on
2968.0,what I'm currently looking at
2969.04,"now. With a transformer, things"
2972.04,are totally different. The
2972.92,"model has sort of natively, in"
2975.16,"its native functional form, it"
2976.56,has no awareness of word order
2979.44,and we have to add on these
2980.52,additional positional encodings
2982.24,to give the model a weak
2983.32,awareness of word order. But the
2986.0,transformer actually performs
2987.36,better than RNNs and LSTMs on a
2989.16,lot of language tasks. And this
2990.92,maybe tells us that it's easier
2992.8,"to learn the word, the notion of"
2995.7599999999998,word order for the few cases or
2997.84,for the number of cases where
2998.92,it's actually important in
3000.2,"language, than it is to be given"
3004.2799999999997,the notion of word order
3005.72,"automatically, but to have to"
3007.24,learn the very difficult process
3009.6,of paying attention to things a
3010.7999999999997,long time in the past. And when
3012.52,"I say difficult, I mean the"
3014.04,gradients have to pass back
3015.56,"through many, many weight"
3017.16,"matrices in order to determine,"
3021.12,in order to allow the model to
3022.8399999999997,update and then learn to encode
3026.12,dependencies between things in
3027.48,the past and things in the
3028.72,"present. With the transformer,"
3030.56,that path that the gradient has
3032.04,to go through is much shorter
3034.24,because there's no prior
3035.7599999999998,favouring of things which are
3036.9599999999996,close together. Instead of the
3038.48,gradient path that the model
3040.2,needs to go through to connect
3042.04,any two words in the input is
3044.56,"equivalent. And in fact, it is"
3046.64,indeed shorter on average than
3048.08,it is in recurrent neural
3049.68,networks. So that gives a small
3052.6,amount of intuition about
3053.9599999999996,another reason why the
3054.7999999999997,transformer might be so
3055.8399999999997,effective at processing
3056.88,language. So just to summarise
3059.0,"this section, we saw in the"
3061.04,previous section that words
3062.7200000000003,shouldn't necessarily be thought
3064.08,of as independent discrete
3065.36,symbols and that disambiguating
3068.0,their meaning can depend a lot
3070.1600000000003,"on the context, but not only on"
3072.7200000000003,"the immediate context, which is"
3073.92,"closest to those words, but on"
3076.56,potentially distant context of
3079.48,the information encoded in words
3080.96,a long way away. We've also seen
3083.56,that functions which models use
3086.0,in order to combine the meaning
3087.12,of two words should take into
3088.84,account the meaning of those
3089.92,words and if possible take into
3092.52,account a wider general
3094.24,knowledge of how things typically
3095.88,combine in order to allow that
3098.88,to modulate the interactions
3101.56,between the words coming in. And
3105.04,we think about the architectural
3106.8,components I talked about in the
3108.24,transformer. The multi-head
3110.52,processing is one way of getting
3112.96,at this notion that words are
3114.44,not discrete symbols because it
3116.48,naturally gives the transformer
3119.0,even in one single feed forward
3120.68,pass the opportunity to
3121.96,represent each word at each
3123.8,"layer with n, let's say four,"
3127.16,different possible contextualised
3129.32,"representations. And of course,"
3132.36,"going back longer term, just the"
3134.44,general notion of representing
3135.8,words as distributed
3137.08,representations and allowing
3138.92,words with similar meanings to
3140.28,occupy local areas in a large
3142.84,"geometric vector space,"
3144.08,also allows the model to express
3145.92,this non-discrete nature of word
3148.16,meaning in a very elegant way.
3151.0,"Now, the fact that distribution"
3152.3199999999997,depends on context is very
3154.4,"nicely modelled by self-attention,"
3156.44,precisely gives the meaning of
3158.3199999999997,every word to be critically
3160.92,dependent on the meaning of all
3162.56,the other words in a given input
3165.44,stream. And the fact that that
3168.3199999999997,"context could be non-local, as"
3169.84,"I've just talked about, is very"
3171.4,nicely modelled by the
3172.2,self-attention mechanism
3173.4,because the gradient flow from
3175.6,"the parts, from the particular"
3177.36,"point, I mean at a sentence, to"
3178.88,any other point in the sentence
3180.32,is the same. So interactions
3184.2000000000003,between non-particularly
3185.2000000000003,favoured over whiner
3186.52,interactions. Another fact is
3188.6,"that the more layers we have,"
3190.32,the more chance the model has to
3192.08,learn as it moderates its
3194.6,representation of different
3195.6,"things, how interactions might"
3198.44,take place at different levels
3199.76,of abstraction as the model
3200.84,"goes, continues to reprocess"
3203.8,"the model, the input. And"
3206.6800000000003,"finally, on this point about how"
3208.32,meanings combine and the fact
3210.92,"that the meaning, the ways in"
3214.0,which the meanings of two words
3215.1200000000003,combine seems to often depend on
3218.08,the particular meaning of those
3219.28,words and also top-down effects.
3221.7200000000003,We've seen that skip connections
3223.84,are one way in which the
3226.08,transformer can learn to
3227.6800000000003,implement the interaction of
3229.32,higher level information
3230.32,with lower information. And
3232.0,we've also again seen that
3234.96,parameterised functions on
3236.4,"distributed representations, i.e."
3238.6800000000003,the multiplication of a matrix
3240.28,by a vector is precisely the
3243.0,operation of a function which
3245.7200000000003,combines word meanings according
3248.76,to the meanings of the words
3250.28,themselves. And those
3252.0,operations are common in many
3254.32,"neural language models, but are"
3255.6800000000003,a really important part of the
3257.32,transformer architecture. So
3259.32,hopefully this section has given
3260.6400000000003,you some intuition about how a
3262.36,"transformer works, but also some"
3264.36,intuition about maybe why it
3266.96,"works, why it is that the"
3268.84,various components in the
3269.92,transformer improve on a model's
3272.56,ability to process language
3274.56,because of the way that we think
3277.04,meaning works in a very sort of
3279.8,intricate and interactive way
3281.96,when we understand linguistic
3284.44,"input. In the last section, we"
3287.04,introduced the transformer.
3288.48,And we talked about how various
3291.2400000000002,components within the
3292.12,transformer combine to make it a
3295.44,"very powerful process, a very"
3298.4,powerful model for processing
3300.52,sentences and combinations or
3304.64,sequences of words. In this
3307.16,"section, I'm going to talk a"
3309.0,little bit about a very specific
3310.76,use of the transformer. It's a
3313.36,way of training transformer
3314.64,models in order to allow them to
3317.44,excel at a wide range of
3319.68,different language tasks. And
3322.32,those tasks might involve
3324.04,reading a sentence and making a
3325.56,prediction or classifying how
3327.52,two sentences relate to each
3328.96,"other, or even classifying or"
3331.96,making predictions about longer
3333.36,"texts, such as documents. But"
3336.96,"before I do that, I also just"
3338.8,want to go back to our points
3343.2000000000003,about the nature of language and
3345.64,"discuss one more issue, which I"
3347.6,think is quite motivating when
3349.12,we think about how transformers
3350.56,are applied in the model that
3353.08,I'm going to talk about in this
3353.8799999999997,session. So let's consider this
3357.96,"sentence, time flies like an"
3359.92,arrow. And then we can compare
3363.04,it to what seems superficially
3365.12,"to be a very similar sentence,"
3366.44,fruit flies like a banana. But
3369.4,"of course, when we start to"
3370.48,process and make sense of those
3372.24,"sentences, it feels very clear"
3374.32,to us as native English
3375.76,"speakers, that there's quite a"
3379.52,difference in the way that the
3381.4,words in those sentences have to
3382.96,relate to each other in order
3384.56,for us to sort of construct the
3385.8,meanings in our head. And it
3388.4,certainly seems to me like
3389.8,there's at least two factors
3392.04,that are really important here.
3393.4,"So one thing is that we, in the"
3395.36,"top sentence, time flies like an"
3397.1600000000003,arrow. We know what an arrow is.
3399.6400000000003,We know that they regularly fly.
3401.92,"And in fact, we know how they"
3403.08,fly. So we've got our experience
3405.36,of arrows. Another important
3407.64,piece of experience that we have
3409.36,is our experience of a bunch of
3411.56,"phrases or sentences, which are"
3412.92,quite similar to the phrase time
3417.88,flies like an arrow. And in
3419.3199999999997,"particular, they're similar in"
3420.7999999999997,the way that the meanings of the
3422.08,words combine for us to come up
3423.96,with representations of our
3425.3199999999997,sentences. So those could be
3426.84,things like John works like a
3428.2,Trojan or the trains run like
3430.04,clockwork. These are all
3431.0,actually kind of metaphorical
3432.8,or simile style sentences where
3435.2400000000002,"we can, where we compare the way"
3437.76,that something works with the
3439.04,way that something else works.
3440.4,So it feels to me like those two
3441.84,pieces of experience are very
3443.1200000000003,important in our ability to read
3446.2400000000002,a sentence like time flies like
3447.6800000000003,an arrow and immediately
3448.88,understand it. And in the case
3451.76,"of fruit flies like a banana, of"
3453.28,"course, we come to quite a"
3454.52,"different understanding, right?"
3456.28,We know that we're not
3457.8,comparing the ray of fruit flies
3461.48,with the way that bananas fly.
3463.76,And how is it that we can
3465.52,somehow know that that's not
3467.28,what we have to do to understand
3468.56,"this sentence? Instead, what we"
3471.36,do is we have some knowledge of
3473.52,fruit flies and we know that in
3476.0,"fact that one of them, maybe one"
3477.12,of the most salient things about
3478.56,"fruit flies, I'm not an expert"
3479.88,"in fruit flies, but there's one"
3481.12,"thing I do know, which is that"
3482.0,they like fruit and we know that
3483.8,bananas are fruit. And so this
3485.44,"connection helps to tell us,"
3487.88,"well, maybe that it's a"
3489.68,different type of liking and
3491.4,liking that I need to be
3493.2400000000002,thinking about in this sentence.
3494.84,And then of course there's
3495.7200000000003,"again, other than that"
3496.84,background knowledge of how the
3498.04,"world works, how fruit flies"
3499.6,"are, there's also this kind of"
3501.1600000000003,more linguistic knowledge of
3503.84,sentences we may well have
3505.04,"already previously understood,"
3507.08,which in which the meaning seems
3508.56,to combine in a similar way to
3510.6,fruit flies like a banana. So
3512.44,Fido likes having his tummy
3513.7200000000003,rubbed or grandma likes a good
3515.76,"cuppa. In those cases, it seems"
3518.1600000000003,like the process of putting
3519.7200000000003,together the meaning has
3520.88,something quite similar or in
3522.76,common with the scenario in
3525.0,fruit flies like a banana. So if
3527.0,we're going to come up with a
3528.2400000000002,general language understanding
3530.04,"engine, that's able to cope with"
3532.2000000000003,all these different types of
3533.88,"processes and constraints, which"
3535.52,are involved in understanding a
3536.84,"sentence, then there's obviously"
3539.6800000000003,a lot of places where such a
3541.52,model needs to get its
3542.52,experience and a lot of places
3544.76,where such a model needs to get
3546.6400000000003,its understanding of the world
3547.76,and its understanding of
3548.6,language. And those considerations
3551.96,lead us to add a fifth point to
3553.44,these many characteristics of
3554.64,"language, which is that when we"
3557.2,"actually form an understanding,"
3558.2,"you know, it really is that, it"
3559.8399999999997,really does seem to be a process
3561.24,of balancing our existing
3562.6,knowledge. And that could be
3563.64,knowledge of language and also
3564.96,knowledge of the world with the
3566.96,"input, with the particular facts"
3568.44,of the thing that's currently
3569.3199999999997,coming into the model. And that
3572.24,consideration is a key
3573.92,motivating factor behind the
3576.3199999999997,"approach, which is taken in this"
3578.56,model I'm going to describe in
3579.88,"the section, which is called"
3580.88,BERT. BERT stands for
3585.56,Bidirectional Encoder
3586.68,Representations with
3587.64,Transformers. And BERT is
3590.84,essentially an application of
3592.64,the transformer architecture that
3593.96,I described in the last section.
3596.04,But the key insight with BERT is
3597.96,that rather than training a
3600.64,transformer just to understand
3603.4,"the inputs to sentences, which"
3605.7999999999997,the model is currently
3606.68,"considering, a process of"
3609.44,pre-training takes place in
3611.64,which the weights within the
3613.0,model are endowed with knowledge
3614.64,of a much wider range of text in
3617.16,"this case, which could plausibly"
3619.3599999999997,give the model that background
3620.8799999999997,"knowledge, which is really"
